,concentration,drug_name,fraction,logfc,pvalue,statistic,timepoint,bonferroni_pvalue,start,end
0,0.01,Alpelisib,cytosolic,0.0305723147264,0.000156396809999,3097582.0,24,5.25E-02,0,1
1,0.031623,Alpelisib,cytosolic,-0.28826970575,1.24995390277e-28,2530537.0,24,4.20E-26,1,2
2,0.1,Alpelisib,cytosolic,0.105254539386,5.46902806237e-12,2620661.0,24,1.84E-09,2,3
3,0.31623,Alpelisib,cytosolic,-0.320335804886,1.87239039051e-31,2198165.0,24,6.29E-29,3,4
4,1.0,Alpelisib,cytosolic,-1.20042049127,2.50756155586e-235,905009.0,24,8.43E-233,4,5
5,3.1623,Alpelisib,cytosolic,-0.962344146429,3.54050080908e-164,902523.5,24,1.19E-161,5,6
6,10.0,Alpelisib,cytosolic,0.010696134957,0.384134279822,2312367.5,24,1,6,7
7,0.01,Alpelisib,cytosolic,0.0381381420838,6.78776073239e-07,36867851.5,48,2.28E-04,7,8
8,0.031623,Alpelisib,cytosolic,-0.175667803245,4.98984807342e-24,32741788.0,48,1.68E-21,8,9
9,0.1,Alpelisib,cytosolic,0.0518349230604,0.000337587975102,34211754.5,48,1.13E-01,9,10
10,0.31623,Alpelisib,cytosolic,-0.0133213948819,0.0797621512683,28003825.0,48,1,10,11
11,1.0,Alpelisib,cytosolic,-0.00323498058388,0.104364034954,21596977.0,48,1,11,12
12,3.1623,Alpelisib,cytosolic,0.110697921803,1.79801709255e-11,14533806.0,48,6.04E-09,12,13
13,10.0,Alpelisib,cytosolic,0.548678337812,1.61525951032e-136,5605150.0,48,5.43E-134,13,14
14,0.01,Alpelisib,cytosolic,0.171257677266,0.0,288531835.0,72,0.00E+00,14,15
15,0.031623,Alpelisib,cytosolic,-0.468182019921,0.0,125665701.0,72,0.00E+00,15,16
16,0.1,Alpelisib,cytosolic,0.00976648295877,0.334034657138,262116382.5,72,1,16,17
17,0.31623,Alpelisib,cytosolic,0.159716650133,3.92733065649e-176,207750292.0,72,1.32E-173,17,18
18,1.0,Alpelisib,cytosolic,-0.10370167519,1.17092284565e-128,191197368.0,72,3.93E-126,18,19
19,3.1623,Alpelisib,cytosolic,-0.0175671399661,0.00203748544142,179703696.0,72,6.85E-01,19,20
20,10.0,Alpelisib,cytosolic,-0.246113294147,7.76425605877e-41,52754617.0,72,2.61E-38,20,21
21,0.01,Dasatinib,cytosolic,0.191324976885,2.60320005088e-27,3105392.0,24,8.75E-25,0,1
22,0.031623,Dasatinib,cytosolic,-3.93756298,1.01050190737e-126,2639873.0,24,3.40E-124,1,2
23,0.1,Dasatinib,cytosolic,-0.469267295235,2.57642064889e-54,1109614.0,24,8.66E-52,2,3
24,0.31623,Dasatinib,cytosolic,0.668889615364,2.26249371223e-70,960138.0,24,7.60E-68,3,4
25,1.0,Dasatinib,cytosolic,-0.326792111405,8.17437305294e-19,611060.0,24,2.75E-16,4,5
26,3.1623,Dasatinib,cytosolic,0.925990145515,3.03946586954e-90,366599.0,24,1.02E-87,5,6
27,10.0,Dasatinib,cytosolic,0.830819145129,5.46220388719e-34,329050.5,24,1.84E-31,6,7
28,0.01,Dasatinib,cytosolic,0.214039256165,5.57774661207e-89,30147838.5,48,1.87E-86,7,8
29,0.031623,Dasatinib,cytosolic,0.718662249101,0.0,10609663.5,48,0.00E+00,8,9
30,0.1,Dasatinib,cytosolic,0.395184898344,8.77047941109e-125,8992554.0,48,2.95E-122,9,10
31,0.31623,Dasatinib,cytosolic,1.47685035663,0.0,1512597.0,48,0.00E+00,10,11
32,1.0,Dasatinib,cytosolic,0.884151437237,3.25900817898e-224,1739913.0,48,1.10E-221,11,12
33,3.1623,Dasatinib,cytosolic,1.94846893369,2.24928375967e-224,133162.0,48,7.56E-222,12,13
34,10.0,Dasatinib,cytosolic,1.24628533757,9.53472220726e-27,277371.0,48,3.20E-24,13,14
35,0.01,Dasatinib,cytosolic,0.100715243305,2.69617130964e-90,186860231.0,72,9.06E-88,14,15
36,0.031623,Dasatinib,cytosolic,0.259871928303,0.0,139897134.5,72,0.00E+00,15,16
37,0.1,Dasatinib,cytosolic,0.435923133372,1.50591225676e-235,63672920.5,72,5.06E-233,16,17
38,0.31623,Dasatinib,cytosolic,1.29035621621,0.0,7647786.0,72,0.00E+00,17,18
39,1.0,Dasatinib,cytosolic,1.60581856152,7.77266277581e-228,6717107.0,72,2.61E-225,18,19
40,3.1623,Dasatinib,cytosolic,-4.80098608999,6.34809040916e-126,5545676.5,72,2.13E-123,19,20
41,10.0,Dasatinib,cytosolic,-5.03317153027,0.0,748097.0,72,0.00E+00,20,21
42,0.01,Etoposide,cytosolic,-0.34279500475,1.8380413483e-42,2475229.5,24,6.18E-40,0,1
43,0.031623,Etoposide,cytosolic,0.0684213523689,2.59755373874e-08,3369587.0,24,8.73E-06,1,2
44,0.1,Etoposide,cytosolic,-1.19937402891,4.05881871973e-277,823791.0,24,1.36E-274,2,3
45,0.31623,Etoposide,cytosolic,0.210377928472,6.31793289536e-21,2081213.0,24,2.12E-18,3,4
46,1.0,Etoposide,cytosolic,-0.0248672852433,0.0991952345812,1505849.0,24,1,4,5
47,3.1623,Etoposide,cytosolic,0.410250033747,5.0783814742e-54,959995.0,24,1.71E-51,5,6
48,10.0,Etoposide,cytosolic,-0.106418292551,0.000174925683431,1053243.5,24,5.88E-02,6,7
49,0.01,Etoposide,cytosolic,-0.112145825239,5.08408219341e-13,31582055.5,48,1.71E-10,7,8
50,0.031623,Etoposide,cytosolic,0.0355029228061,0.00144219325937,31015807.0,48,4.85E-01,8,9
51,0.1,Etoposide,cytosolic,-0.211354568609,2.10748767365e-85,16565134.5,48,7.08E-83,9,10
52,0.31623,Etoposide,cytosolic,0.40857238242,2.90091258452e-153,10705807.0,48,9.75E-151,10,11
53,1.0,Etoposide,cytosolic,0.516475197397,6.20641000924e-61,3803285.5,48,2.09E-58,11,12
54,3.1623,Etoposide,cytosolic,0.74728742785,4.58683085578e-116,2090737.5,48,1.54E-113,12,13
55,10.0,Etoposide,cytosolic,0.66307570472,2.56534267193e-80,1923032.0,48,8.62E-78,13,14
56,0.01,Etoposide,cytosolic,0.0397510891981,6.3989709817e-10,277577102.0,72,2.15E-07,14,15
57,0.031623,Etoposide,cytosolic,-0.323227399492,0.0,143152245.0,72,0.00E+00,15,16
58,0.1,Etoposide,cytosolic,0.177133113711,1.54608985093e-167,140923293.5,72,5.19E-165,16,17
59,0.31623,Etoposide,cytosolic,0.221431892691,6.35129138089e-98,63858656.5,72,2.13E-95,17,18
60,1.0,Etoposide,cytosolic,0.0157013758632,0.00566277823439,19835871.0,72,1,18,19
61,3.1623,Etoposide,cytosolic,0.201005326049,4.10073046245e-11,11665466.0,72,1.38E-08,19,20
62,10.0,Etoposide,cytosolic,-5.0038174387,0.0,14761911.0,72,0.00E+00,20,21
63,0.001,Neratinib,cytosolic,-0.673381555436,3.5375212461e-162,1862000.5,24,1.19E-159,0,1
64,0.0032,Neratinib,cytosolic,0.138524663271,3.72021549322e-23,3308818.5,24,1.25E-20,1,2
65,0.01,Neratinib,cytosolic,-1.27527633207,2.38592111388e-250,779176.0,24,8.02E-248,2,3
66,0.031623,Neratinib,cytosolic,-1.09059924369,1.23459246127e-187,873186.0,24,4.15E-185,3,4
