,concentration,drug_name,fraction,logfc,pvalue,statistic,timepoint,bonferroni_pvalue,start,end
0,0.01,Alpelisib,cytosolic,-0.278783554052,5.39194516659e-44,2488271.0,24,1.81E-41,0,1
1,0.031623,Alpelisib,cytosolic,0.0781161245122,7.25767942274e-06,2918294.5,24,2.44E-03,1,2
2,0.1,Alpelisib,cytosolic,-0.00776471859994,0.115189190635,2933971.0,24,1,2,3
3,0.31623,Alpelisib,cytosolic,0.0947401810617,2.11450886254e-08,2529295.0,24,7.10E-06,3,4
4,1.0,Alpelisib,cytosolic,0.303803767123,3.15763266665e-31,1990697.0,24,1.06E-28,4,5
5,3.1623,Alpelisib,cytosolic,0.442998288033,1.4205758581e-61,1401207.5,24,4.77E-59,5,6
6,10.0,Alpelisib,cytosolic,0.219787569221,5.13490184833e-18,1912966.0,24,1.73E-15,6,7
7,0.01,Alpelisib,cytosolic,0.069806159054,5.81238838478e-09,36542942.0,48,1.95E-06,7,8
8,0.031623,Alpelisib,cytosolic,-0.00622533538308,0.181115089344,36011177.0,48,1,8,9
9,0.1,Alpelisib,cytosolic,0.0162704776754,0.0293627120504,34743827.5,48,1,9,10
10,0.31623,Alpelisib,cytosolic,0.0797487756326,1.16937205666e-07,26838338.5,48,3.93E-05,10,11
11,1.0,Alpelisib,cytosolic,0.204277172393,2.97997445765e-47,18094157.5,48,1.00E-44,11,12
12,3.1623,Alpelisib,cytosolic,0.529755526996,2.21605341184e-137,10438681.0,48,7.45E-135,12,13
13,10.0,Alpelisib,cytosolic,0.508560904386,6.37059016856e-97,6291644.5,48,2.14E-94,13,14
14,0.01,Alpelisib,cytosolic,-0.100621525228,4.43963762314e-28,344489162.5,72,1.49E-25,14,15
15,0.031623,Alpelisib,cytosolic,0.035895682124,5.02069641712e-17,275273549.0,72,1.69E-14,15,16
16,0.1,Alpelisib,cytosolic,0.491522580486,0.0,164307613.5,72,0.00E+00,16,17
17,0.31623,Alpelisib,cytosolic,0.449689960363,0.0,167422416.5,72,0.00E+00,17,18
18,1.0,Alpelisib,cytosolic,0.0904340813836,1.10651859341e-16,215202584.5,72,3.72E-14,18,19
19,3.1623,Alpelisib,cytosolic,0.0930437203964,4.57446840654e-28,168943626.5,72,1.54E-25,19,20
20,10.0,Alpelisib,cytosolic,0.483679074754,7.12189562403e-179,41390409.0,72,2.39E-176,20,21
21,0.01,Dasatinib,cytosolic,0.0481926832417,0.266826746443,3760232.0,24,1,0,1
22,0.031623,Dasatinib,cytosolic,-0.299566824402,5.05675010556e-60,3171741.0,24,1.70E-57,1,2
23,0.1,Dasatinib,cytosolic,0.838467483522,4.70895117207e-153,664947.5,24,1.58E-150,2,3
24,0.31623,Dasatinib,cytosolic,0.653528308141,8.36215622383e-85,888895.0,24,2.81E-82,3,4
25,1.0,Dasatinib,cytosolic,1.42546929587,6.56595678374e-143,148038.5,24,2.21E-140,4,5
26,3.1623,Dasatinib,cytosolic,0.352750935376,4.19375607841e-20,692439.5,24,1.41E-17,5,6
27,10.0,Dasatinib,cytosolic,1.16500470523,1.36870723952e-87,149475.0,24,4.60E-85,6,7
28,0.01,Dasatinib,cytosolic,-0.0515920281449,2.23966618468e-23,33818999.0,48,7.53E-21,7,8
29,0.031623,Dasatinib,cytosolic,0.588415706325,4.97379524903e-306,14684144.0,48,1.67E-303,8,9
30,0.1,Dasatinib,cytosolic,1.25442583953,0.0,3272370.5,48,0.00E+00,9,10
31,0.31623,Dasatinib,cytosolic,1.315843614,0.0,1815018.0,48,0.00E+00,10,11
32,1.0,Dasatinib,cytosolic,0.7992559033,1.46616352988e-135,2689864.0,48,4.93E-133,11,12
33,3.1623,Dasatinib,cytosolic,0.904688916034,1.03743564044e-92,1241237.0,48,3.49E-90,12,13
34,10.0,Dasatinib,cytosolic,1.26346991265,9.73745076618e-36,193968.0,48,3.27E-33,13,14
35,0.01,Dasatinib,cytosolic,0.68502629158,0.0,115038916.0,72,0.00E+00,14,15
36,0.031623,Dasatinib,cytosolic,0.204618866722,5.09647812787e-194,182870991.0,72,1.71E-191,15,16
37,0.1,Dasatinib,cytosolic,1.61340258253,0.0,41404306.0,72,0.00E+00,16,17
38,0.31623,Dasatinib,cytosolic,2.12328456903,0.0,4935993.0,72,0.00E+00,17,18
39,1.0,Dasatinib,cytosolic,2.78020323813,1.01834242625e-308,4483425.5,72,3.42E-306,18,19
40,3.1623,Dasatinib,cytosolic,-1.38207825054,1.97641926542e-57,8272709.5,72,6.64E-55,19,20
41,10.0,Dasatinib,cytosolic,-1.38960468504,3.57528586134e-231,4167247.0,72,1.20E-228,20,21
42,0.01,Etoposide,cytosolic,-0.735743645628,2.33213952509e-147,1753789.0,24,7.84E-145,0,1
