,concentration,drug_name,fraction,logfc,pvalue,statistic,timepoint,bonferroni_pvalue,start,end
0,0.01,Alpelisib,cytosolic,-0.0677409895266,2.04697708732e-15,2845268.5,24,6.88E-13,0,1
1,0.031623,Alpelisib,cytosolic,0.0139675663124,0.0193120416405,3049494.0,24,1,1,2
2,0.1,Alpelisib,cytosolic,-0.0795902588989,1.11926487365e-16,2541413.5,24,3.76E-14,2,3
3,0.31623,Alpelisib,cytosolic,0.0220831056143,0.0910918329552,2753408.0,24,1,3,4
4,1.0,Alpelisib,cytosolic,0.018316050256,0.146642762108,2529788.5,24,1,4,5
5,3.1623,Alpelisib,cytosolic,-0.136351446711,9.90661705366e-31,1635156.5,24,3.33E-28,5,6
6,10.0,Alpelisib,cytosolic,-0.177231143684,6.16491712525e-83,1397266.0,24,2.07E-80,6,7
7,0.01,Alpelisib,cytosolic,0.0259058471988,2.74142755607e-08,36643405.0,48,9.21E-06,7,8
8,0.031623,Alpelisib,cytosolic,0.0561115049815,1.15232392321e-30,32236950.5,48,3.87E-28,8,9
9,0.1,Alpelisib,cytosolic,-0.000797573787294,0.0510000130812,34833730.5,48,1,9,10
10,0.31623,Alpelisib,cytosolic,0.0745843380917,1.01231064611e-43,24160708.0,48,3.40E-41,10,11
11,1.0,Alpelisib,cytosolic,0.136678796834,1.12773174446e-101,16231056.5,48,3.79E-99,11,12
12,3.1623,Alpelisib,cytosolic,0.125668350252,1.73839127358e-60,12353472.5,48,5.84E-58,12,13
13,10.0,Alpelisib,cytosolic,0.0363461657371,0.00387906649551,9428272.5,48,1,13,14
14,0.01,Alpelisib,cytosolic,0.00825716446446,0.000193810187587,359244767.5,72,6.51E-02,14,15
15,0.031623,Alpelisib,cytosolic,0.0255657357082,5.72237164825e-21,273505133.5,72,1.92E-18,15,16
16,0.1,Alpelisib,cytosolic,-0.0438258809527,1.60544815949e-43,240194382.5,72,5.39E-41,16,17
17,0.31623,Alpelisib,cytosolic,-0.0431260874126,4.03846487514e-46,230336077.0,72,1.36E-43,17,18
18,1.0,Alpelisib,cytosolic,0.0169961549537,2.3121445131e-09,218751808.5,72,7.77E-07,18,19
19,3.1623,Alpelisib,cytosolic,0.0224222601987,4.90482786644e-11,174894225.5,72,1.65E-08,19,20
20,10.0,Alpelisib,cytosolic,0.162628138883,1.40488624831e-128,44686497.5,72,4.72E-126,20,21
21,0.01,Dasatinib,cytosolic,0.0113380135561,0.477835283333,3796841.0,24,1,0,1
22,0.031623,Dasatinib,cytosolic,-0.300079743007,1.33699552821e-217,2113023.5,24,4.49E-215,1,2
23,0.1,Dasatinib,cytosolic,0.457789762383,1.78856850103e-155,656320.5,24,6.01E-153,2,3
24,0.31623,Dasatinib,cytosolic,0.42951081722,5.63871168172e-117,749699.0,24,1.89E-114,3,4
25,1.0,Dasatinib,cytosolic,0.620555246353,7.68027346246e-96,278399.5,24,2.58E-93,4,5
26,3.1623,Dasatinib,cytosolic,0.313914001533,1.54080983341e-49,525341.5,24,5.18E-47,5,6
27,10.0,Dasatinib,cytosolic,0.338092065195,8.88132066237e-40,304596.0,24,2.98E-37,6,7
28,0.01,Dasatinib,cytosolic,0.0255624489721,0.000228195913046,36147182.5,48,7.67E-02,7,8
29,0.031623,Dasatinib,cytosolic,0.0104533224997,0.380345059269,25476485.5,48,1,8,9
30,0.1,Dasatinib,cytosolic,0.510636422364,0.0,3596801.5,48,0.00E+00,9,10
31,0.31623,Dasatinib,cytosolic,0.475823327363,2.94946212589e-263,2352018.5,48,9.91E-261,10,11
32,1.0,Dasatinib,cytosolic,0.545697860221,1.16682887729e-243,1558826.0,48,3.92E-241,11,12
33,3.1623,Dasatinib,cytosolic,0.665897374244,1.592340825e-164,578186.5,48,5.35E-162,12,13
34,10.0,Dasatinib,cytosolic,0.0858938524058,0.0026981463574,645235.0,48,9.07E-01,13,14
35,0.01,Dasatinib,cytosolic,0.0599230539328,3.94065948074e-62,192029646.5,72,1.32E-59,14,15
36,0.031623,Dasatinib,cytosolic,0.252959573111,0.0,136690455.0,72,0.00E+00,15,16
37,0.1,Dasatinib,cytosolic,0.809802410763,0.0,20497281.5,72,0.00E+00,16,17
38,0.31623,Dasatinib,cytosolic,1.13602646647,0.0,3732757.0,72,0.00E+00,17,18
39,1.0,Dasatinib,cytosolic,1.15423652735,2.87300481971e-308,4494986.5,72,9.65E-306,18,19
40,3.1623,Dasatinib,cytosolic,-0.0887720340362,0.000924936669376,12690636.5,72,3.11E-01,19,20
41,10.0,Dasatinib,cytosolic,-0.174448022231,4.37020444317e-53,10622567.5,72,1.47E-50,20,21
42,0.01,Etoposide,cytosolic,-0.035223139309,2.00156629723e-06,3006336.5,24,6.73E-04,0,1
43,0.031623,Etoposide,cytosolic,0.0154249346715,0.201127270796,3663070.0,24,1,1,2
44,0.1,Etoposide,cytosolic,0.148243535296,6.15008217666e-40,1998785.0,24,2.07E-37,2,3
45,0.31623,Etoposide,cytosolic,0.0302834522459,0.000524042781564,2388682.0,24,1.76E-01,3,4
46,1.0,Etoposide,cytosolic,0.306847760139,3.81887270237e-85,804834.5,24,1.28E-82,4,5
47,3.1623,Etoposide,cytosolic,0.219477327479,4.99494222223e-52,971481.0,24,1.68E-49,5,6
48,10.0,Etoposide,cytosolic,-0.0628380193508,2.65969076021e-06,1021100.5,24,8.94E-04,6,7
49,0.01,Etoposide,cytosolic,0.0750393198842,8.54205455152e-51,28891131.5,48,2.87E-48,7,8
50,0.031623,Etoposide,cytosolic,0.101013620514,7.74951351515e-84,25577243.5,48,2.60E-81,8,9
51,0.1,Etoposide,cytosolic,0.20927851267,1.69979830223e-228,13192789.0,48,5.71E-226,9,10
52,0.31623,Etoposide,cytosolic,0.255022957676,1.62937724281e-247,9046399.0,48,5.47E-245,10,11
53,1.0,Etoposide,cytosolic,0.655716075043,7.07303207171e-270,1335898.0,48,2.38E-267,11,12
54,3.1623,Etoposide,cytosolic,0.354007320317,2.91948235823e-107,2197153.0,48,9.81E-105,12,13
55,10.0,Etoposide,cytosolic,0.200787075844,3.28459679067e-44,2461467.0,48,1.10E-41,13,14
56,0.01,Etoposide,cytosolic,-0.00509362693426,0.240031423507,286869037.0,72,1,14,15
57,0.031623,Etoposide,cytosolic,0.152253645951,0.0,189174327.5,72,0.00E+00,15,16
58,0.1,Etoposide,cytosolic,0.128294229335,2.80385916979e-229,134708427.0,72,9.42E-227,16,17
59,0.31623,Etoposide,cytosolic,0.541679362371,0.0,24700753.5,72,0.00E+00,17,18
